SKU;MPN;MPNR (GTIN/EAN);Marke;Artikelbezeichnung;Kategorie;Benutzerdefiniert;Mein EK-Preis;Mein Preis;Meine Versandkosten;Mein Gesamtpreis;UVP;Preise;Meine Position;Position (Gesamtpreis);Günstigster Preis;Günstigster Anbieter;Günstigster Gesamtpreis;Günstigster Gesamtpreis-Anbieter;Differenz zum günstigsten Preis;Differenz zum günstigsten Gesamtpreis;Medianpreis;Preisvorschlag;Preisvorschlag Info;Preisvorschlag berechnet;Mindestpreis;Standardpreis;Letzte Preisänderung eines Mitbewerbers;Letzter Preisabruf;Im Shop Tracker seit;Auf Watchlist;Aktualisiert im Artikelfeed
X7242390;e1948948;4054571490216;Cube;Cube Reaction Hybrid performance Grün Modell 2026;Fahrräder;m000111099;;2699.0;39.99;2738.99;2699.0;2;1;3;2699.0;fahrrad.de;2699.0;bike-discount.de;0.0;39.99;2699.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 11:32:20 +0100;2026-02-06 05:57:09 +0100;2025-11-06 20:09:49 +0100;1;2026-04-01 20:01:59 +0200
X7242440;e1949095;4054571490711;Cube;Cube Reaction Hybrid ONE 600 Blau Modell 2026;Fahrräder;m000104753;;2699.0;39.99;2738.99;2699.0;1;1;2;2699.0;bike-discount.de;2699.0;bike-discount.de;0.0;39.99;2699.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 13:25:06 +0100;2026-02-06 07:08:51 +0100;2025-11-06 20:09:49 +0100;0;2026-04-01 20:01:58 +0200
X7242400;e1948978;4054571490315;Cube;Cube Reaction Hybrid ONE 800 Grün Modell 2026;Fahrräder;m000104757;;2899.0;39.99;2938.99;2899.0;3;1;3;2899.0;fahrrad.de;2899.0;multicycle.de;0.0;39.99;2899.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 11:24:43 +0100;2026-02-06 06:04:59 +0100;2025-11-06 20:09:49 +0100;1;2026-04-01 20:01:58 +0200
X7242409;e1949005;4054571490407;Cube;Cube Reaction Hybrid ONE 800 Grün Modell 2026;Fahrräder;m000104754;;2899.0;39.99;2938.99;2899.0;2;1;2;2899.0;bike-discount.de;2899.0;bike-discount.de;0.0;39.99;2899.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-20 18:05:24 +0100;2026-02-06 06:41:05 +0100;2025-11-06 20:09:49 +0100;1;2026-04-01 20:01:58 +0200
X7242412;e1949014;4054571490438;Cube;Cube Reaction Hybrid ONE 800 Grün Modell 2026;Fahrräder;m000104754;;2899.0;39.99;2938.99;2899.0;1;1;2;2899.0;bike-discount.de;2899.0;bike-discount.de;0.0;39.99;2899.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 11:36:59 +0100;2026-02-06 03:08:17 +0100;2025-11-06 20:09:49 +0100;0;2026-04-01 20:01:58 +0200
X7242347;e1948819;4054571489784;Cube;Cube Reaction Hybrid Performance 600 Blau Modell 2026;Fahrräder;m000104762;;2499.0;39.99;2538.99;2499.0;2;1;2;2499.0;bike-discount.de;2499.0;bike-discount.de;0.0;39.99;2499.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 15:24:35 +0100;2026-02-06 03:07:48 +0100;2025-11-06 20:09:50 +0100;0;2026-04-01 20:01:59 +0200
X7242348;e1948822;4054571489791;Cube;Cube Reaction Hybrid Performance 600 Blau Modell 2026;Fahrräder;m000104762;;2499.0;39.99;2538.99;2499.0;1;1;2;2499.0;bike-discount.de;2499.0;bike-discount.de;0.0;39.99;2499.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 13:47:24 +0100;2026-02-06 03:08:14 +0100;2025-11-06 20:09:50 +0100;0;2026-04-01 20:01:59 +0200
X7242625;e1949647;4054571493217;Cube;Cube Reaction Hybrid SLX 800 Grau Modell 2026;Fahrräder;m000104796;;3999.0;39.99;4038.99;3999.0;3;1;3;3999.0;fahrrad.de;3999.0;bike-discount.de;0.0;39.99;3999.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 04:25:25 +0100;2026-02-06 05:54:16 +0100;2025-11-06 20:09:51 +0100;1;2026-04-01 20:02:04 +0200
X7242096;e1948069;4054571487384;Cube;Cube Stereo Hybrid ONE22 Pro 600 Schwarz Modell 2026;Fahrräder;m000104808;;3499.0;39.99;3538.99;3499.0;2;1;3;3499.0;fahrrad.de;3499.0;bike-discount.de;0.0;39.99;3499.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 11:30:23 +0100;2026-02-06 03:11:41 +0100;2025-11-06 20:09:52 +0100;1;2026-04-01 20:02:06 +0200
X7242097;e1948072;4054571487391;Cube;Cube Stereo Hybrid ONE22 Pro 600 Schwarz Modell 2026;Fahrräder;m000104808;;3499.0;39.99;3538.99;3499.0;2;1;3;3499.0;fahrrad.de;3499.0;bike-discount.de;0.0;39.99;3499.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 11:30:23 +0100;2026-02-06 03:05:40 +0100;2025-11-06 20:09:52 +0100;1;2026-04-01 20:02:06 +0200
X7153754;e1687228;4054571464729;Cube;Cube Supreme Hybrid SLX 625 Grau Modell 2026;Fahrräder;m000092611;;3499.0;39.99;3538.99;3499.0;1;1;2;3499.0;fahrrad.de;3528.99;fahrrad.de;0.0;10.0;3499.0;;;;3499.0;3499.0;2026-01-30 00:24:27 +0100;2026-02-06 07:00:48 +0100;2025-11-06 20:09:54 +0100;1;2026-04-01 20:02:11 +0200
X7240908;e1944505;4054571496065;Cube;Cube Touring Hybrid Comfort SLX 800 Schwarz Modell 2026;Fahrräder;m000104866;;3299.0;39.99;3338.99;3299.0;3;1;3;3299.0;lucky-bike.de;3299.0;lucky-bike.de;0.0;39.99;3299.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-16 01:02:05 +0100;2026-02-06 05:27:22 +0100;2025-11-06 20:09:54 +0100;1;2026-04-01 20:02:11 +0200
X7240909;e1944508;4054571496072;Cube;Cube Touring Hybrid Comfort SLX 800 Schwarz Modell 2026;Fahrräder;m000104866;;3299.0;39.99;3338.99;3299.0;3;1;3;3299.0;rabe-bike.de;3299.0;rabe-bike.de;0.0;39.99;3299.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-25 18:58:44 +0100;2026-02-06 05:52:18 +0100;2025-11-06 20:09:54 +0100;1;2026-04-01 20:02:11 +0200
X7240911;e1944514;4054571496096;Cube;Cube Touring Hybrid Comfort SLX 800 Schwarz Modell 2026;Fahrräder;m000104866;;3299.0;39.99;3338.99;3299.0;3;1;3;3299.0;rabe-bike.de;3299.0;rabe-bike.de;0.0;39.99;3299.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-18 02:35:44 +0100;2026-02-06 06:30:19 +0100;2025-11-06 20:09:54 +0100;1;2026-04-01 20:02:11 +0200
X7240848;e1944325;4054571495204;Cube;Cube Touring Hybrid ONE 600 Schwarz Modell 2026;Fahrräder;m000104871;;2599.0;39.99;2638.99;2599.0;2;1;2;2599.0;lucky-bike.de;2599.0;lucky-bike.de;0.0;39.99;2599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 15:13:02 +0100;2026-02-06 03:08:41 +0100;2025-11-06 20:09:54 +0100;1;2026-04-01 20:02:11 +0200
X7240849;e1944328;4054571495211;Cube;Cube Touring Hybrid ONE 600 Schwarz Modell 2026;Fahrräder;m000104871;;2599.0;39.99;2638.99;2599.0;2;1;2;2599.0;lucky-bike.de;2599.0;lucky-bike.de;0.0;39.99;2599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 15:13:02 +0100;2026-02-06 03:08:27 +0100;2025-11-06 20:09:54 +0100;1;2026-04-01 20:02:11 +0200
X7240851;e1944334;4054571495235;Cube;Cube Touring Hybrid ONE 600 Schwarz Modell 2026;Fahrräder;m000104871;;2599.0;39.99;2638.99;2599.0;3;1;2;2599.0;lucky-bike.de;2599.0;lucky-bike.de;0.0;39.99;2599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 15:24:03 +0100;2026-02-06 07:01:19 +0100;2025-11-06 20:09:54 +0100;1;2026-04-01 20:02:11 +0200
X7240866;e1944379;4054571495518;Cube;Cube Touring Hybrid ONE 600 Grau Modell 2026;Fahrräder;m000104870;;2599.0;39.99;2638.99;2599.0;2;1;2;2599.0;lucky-bike.de;2599.0;lucky-bike.de;0.0;39.99;2599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 15:12:37 +0100;2026-02-06 03:03:26 +0100;2025-11-06 20:09:54 +0100;1;2026-04-01 20:02:12 +0200
X7240895;e1944466;4054571495938;Cube;Cube Touring Hybrid Pro 800 Gold Modell 2026;Fahrräder;m000104872;;2999.0;39.99;3038.99;2999.0;3;1;3;2999.0;fahrrad.de;2999.0;lucky-bike.de;0.0;39.99;2999.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-11 04:48:41 +0100;2026-02-06 03:08:39 +0100;2025-11-06 20:09:54 +0100;1;2026-04-01 20:02:12 +0200
X7240896;e1944469;4054571495945;Cube;Cube Touring Hybrid Pro 800 Gold Modell 2026;Fahrräder;m000104872;;2999.0;39.99;3038.99;2999.0;4;1;3;2999.0;fahrrad.de;2999.0;lucky-bike.de;0.0;39.99;2999.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-16 01:45:02 +0100;2026-02-06 06:44:22 +0100;2025-11-06 20:09:54 +0100;1;2026-04-01 20:02:12 +0200
X7240898;e1944475;4054571495969;Cube;Cube Touring Hybrid Pro 800 Gold Modell 2026;Fahrräder;m000104872;;2999.0;39.99;3038.99;2999.0;4;1;3;2999.0;fahrrad.de;2999.0;lucky-bike.de;0.0;39.99;2999.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-11 04:48:41 +0100;2026-02-06 05:43:39 +0100;2025-11-06 20:09:54 +0100;1;2026-04-01 20:02:12 +0200
X7241266;e1945579;4054571501257;Cube;Cube Attain Race Grau Modell 2026;Fahrräder;m000104580;;1099.0;39.99;1138.99;1099.0;2;1;3;1099.0;fahrrad.de;1099.0;bike-discount.de;0.0;39.99;1099.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 13:53:14 +0100;2026-02-06 03:13:05 +0100;2025-11-07 20:09:46 +0100;1;2026-04-01 20:01:42 +0200
X7241088;e1945045;4054571511584;Cube;Cube Kathmandu Hybrid SLT 800 Grün Modell 2026;Fahrräder;m000104648;;5299.0;39.99;5338.99;5299.0;3;1;3;5299.0;fahrrad.de;5299.0;lucky-bike.de;0.0;39.99;5299.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 03:05:37 +0100;2026-02-06 03:09:59 +0100;2025-11-07 20:09:48 +0100;1;2026-04-01 20:01:48 +0200
X7240740;e1944001;4054571494276;Cube;Cube Nuride Hybrid Pro 600 Grau Modell 2026;Fahrräder;m000104703;;2999.0;39.99;3038.99;2999.0;1;1;2;2999.0;fahrrad.de;3028.99;fahrrad.de;0.0;10.0;2999.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-20 01:45:09 +0100;2026-02-06 05:50:52 +0100;2025-11-07 20:09:49 +0100;1;2026-04-01 20:01:54 +0200
X7242436;e1949083;4054571490674;Cube;Cube Reaction Hybrid ONE 800 Grau Modell 2026;Fahrräder;m000104754;;2899.0;39.99;2938.99;2899.0;1;1;2;2899.0;fahrrad.de;2928.99;fahrrad.de;0.0;10.0;2899.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-01-30 09:58:51 +0100;2026-02-06 06:58:36 +0100;2025-11-07 20:09:51 +0100;1;2026-04-01 20:01:59 +0200
X7242455;e1949140;4054571490865;Cube;Cube Reaction Hybrid ONE 800 Blau Modell 2026;Fahrräder;m000104758;;2899.0;39.99;2938.99;2899.0;3;1;2;2899.0;lucky-bike.de;2899.0;lucky-bike.de;0.0;39.99;2899.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 03:24:04 +0100;2026-02-06 07:12:45 +0100;2025-11-07 20:09:51 +0100;1;2026-04-01 20:01:59 +0200
X7242621;e1949635;4054571493170;Cube;Cube Reaction Hybrid SLX 800 Grau Modell 2026;Fahrräder;m000104795;;3999.0;39.99;4038.99;3999.0;2;1;3;3999.0;fahrrad.de;3999.0;bike-discount.de;0.0;39.99;3999.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 15:52:55 +0100;2026-02-06 03:08:24 +0100;2025-11-07 20:09:53 +0100;1;2026-04-01 20:02:04 +0200
X7242251;e1948531;4054571488817;Cube;Cube Stereo Hybrid ONE44 HPC AT 800 Blau Modell 2026;Fahrräder;m000104830;;6999.0;39.99;7038.99;6999.0;4;1;3;6999.0;lucky-bike.de;6999.0;lucky-bike.de;0.0;39.99;6999.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-16 12:19:17 +0100;2026-02-06 03:18:17 +0100;2025-11-07 20:09:54 +0100;1;2026-04-01 20:02:07 +0200
X7242230;e1948468;4054571488688;Cube;Cube Stereo Hybrid ONE44 HPC SLX 800 Pink Modell 2026;Fahrräder;m000104835;;4999.0;39.99;5038.99;4999.0;3;1;3;4999.0;fahrrad.de;4999.0;lucky-bike.de;0.0;39.99;4999.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 17:04:03 +0100;2026-02-06 03:08:08 +0100;2025-11-07 20:09:54 +0100;1;2026-04-01 20:02:07 +0200
X7153753;e1687225;4054571464712;Cube;Cube Supreme Hybrid SLX 625 Grau Modell 2026;Fahrräder;m000092611;;3499.0;39.99;3538.99;3499.0;1;1;2;3499.0;fahrrad.de;3528.99;fahrrad.de;0.0;10.0;3499.0;;;;3499.0;3499.0;2026-01-30 00:24:27 +0100;2026-02-06 06:18:09 +0100;2025-11-07 20:09:55 +0100;1;2026-04-01 20:02:11 +0200
X7153755;e1687231;4054571464736;Cube;Cube Supreme Hybrid SLX 625 Grau Modell 2026;Fahrräder;m000092611;;3499.0;39.99;3538.99;3499.0;1;1;2;3499.0;fahrrad.de;3528.99;fahrrad.de;0.0;10.0;3499.0;;;;3499.0;3499.0;2026-01-30 00:24:27 +0100;2026-02-06 03:06:59 +0100;2025-11-07 20:09:55 +0100;1;2026-04-01 20:02:11 +0200
X7241678;e1946815;4054571506887;Cube;Cube Aim SLX FE Pink Modell 2026;Fahrräder;m000104558;;799.0;39.99;838.99;799.0;3;1;2;799.0;lucky-bike.de;799.0;lucky-bike.de;0.0;39.99;799.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 20:21:43 +0100;2026-02-06 03:09:28 +0100;2025-11-11 20:09:45 +0100;1;2026-04-01 20:01:40 +0200
X7241703;e1946890;4054571507136;Cube;Cube Attention SLX Grau Modell 2026;Fahrräder;m000104585;;899.0;39.99;938.99;899.0;4;1;3;899.0;lucky-bike.de;899.0;lucky-bike.de;0.0;39.99;899.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-18 17:31:48 +0100;2026-02-06 03:09:37 +0100;2025-11-11 20:09:45 +0100;1;2026-04-01 20:01:42 +0200
X7242308;e1948702;4054571489340;Cube;Cube AMS Hybrid ONE44 C:68X SLX 400X Blau Modell 2026;Fahrräder;m000104565;;5999.0;39.99;6038.99;5999.0;3;1;2;5999.0;lucky-bike.de;5999.0;lucky-bike.de;0.0;39.99;5999.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 19:42:58 +0100;2026-02-06 03:17:24 +0100;2025-11-12 20:09:46 +0100;1;2026-04-01 20:01:40 +0200
X7241701;e1946884;4054571507112;Cube;Cube Attention SLX Grau Modell 2026;Fahrräder;m000104584;;899.0;39.99;938.99;899.0;3;1;3;899.0;multicycle.de;899.0;multicycle.de;0.0;39.99;899.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-01 03:12:42 +0100;2026-02-06 03:10:19 +0100;2025-11-12 20:09:47 +0100;1;2026-04-01 20:01:42 +0200
X7241702;e1946887;4054571507129;Cube;Cube Attention SLX Grau Modell 2026;Fahrräder;m000104584;;899.0;39.99;938.99;899.0;4;1;3;899.0;fahrrad.de;899.0;lucky-bike.de;0.0;39.99;899.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-18 17:31:48 +0100;2026-02-06 03:10:21 +0100;2025-11-12 20:09:47 +0100;1;2026-04-01 20:01:42 +0200
X7241217;e1945432;4054571500564;Cube;Cube Fold Hybrid Comfort 545 Grau Modell 2026;Fahrräder;m000104618;;3299.0;39.99;3338.99;3299.0;2;1;3;3299.0;fahrrad.de;3299.0;bike-discount.de;0.0;39.99;3299.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 12:22:17 +0100;2026-02-06 06:20:12 +0100;2025-11-12 20:09:48 +0100;1;2026-04-01 20:01:45 +0200
X7154635;e1689868;4054571475633;Cube;Cube Nature Pro Grün Modell 2026;Fahrräder;m000092387;;799.0;39.99;838.99;799.0;1;1;2;799.0;lucky-bike.de;799.0;lucky-bike.de;0.0;39.99;799.0;;;;799.0;799.0;2026-01-30 15:38:13 +0100;2026-02-06 05:31:14 +0100;2025-11-12 20:09:50 +0100;1;2026-04-01 20:01:51 +0200
X7242292;e1948654;4054571489227;Cube;Cube Stereo Hybrid ONE77 HPC AT 800 Blau Modell 2026;Fahrräder;m000104845;;7199.0;39.99;7238.99;7199.0;4;1;3;7199.0;fahrrad.de;7199.0;lucky-bike.de;0.0;39.99;7199.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 07:42:41 +0100;2026-02-06 07:14:04 +0100;2025-11-12 20:09:56 +0100;1;2026-04-01 20:02:08 +0200
X7154208;e1688590;4054571469793;Cube;Cube Stereo ONE22 C:62 TM 29 Grün Modell 2026;Fahrräder;m000105077;;2999.0;39.99;3038.99;2999.0;1;1;2;2999.0;multicycle.de;2999.0;multicycle.de;0.0;39.99;2999.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-01-30 13:33:36 +0100;2026-02-06 03:11:26 +0100;2025-11-12 20:09:56 +0100;0;2026-04-01 20:02:09 +0200
X7222685;e1891837;4054571500472;Cube;Cube Nulane Hybrid C:62 SLX 400X FE Türkis Modell 2026;Fahrräder;m000104680;;4399.0;39.99;4438.99;4399.0;3;1;2;4399.0;lucky-bike.de;4399.0;lucky-bike.de;0.0;39.99;4399.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 14:01:01 +0100;2026-02-06 05:37:19 +0100;2025-11-13 20:09:46 +0100;1;2026-04-01 20:01:52 +0200
X7240724;e1943953;4054571493989;Cube;Cube Nuride Hybrid Performance 600 Grau Modell 2026;Fahrräder;m000104701;;2599.0;39.99;2638.99;2599.0;0;1;1;;;;;;;;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-01-19 20:39:15 +0100;2026-02-06 03:08:12 +0100;2025-11-13 20:09:47 +0100;0;2026-04-01 20:01:54 +0200
X7242577;e1949506;4054571492869;Cube;Cube Reaction Hybrid Race 800 Türkis Modell 2026;Fahrräder;m000104782;;3499.0;39.99;3538.99;3499.0;1;1;2;3499.0;bike-discount.de;3499.0;bike-discount.de;0.0;39.99;3499.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-03 00:01:27 +0100;2026-02-06 06:30:19 +0100;2025-11-13 20:09:49 +0100;0;2026-04-01 20:02:02 +0200
X7242147;e1948222;4054571487896;Cube;Cube Stereo Hybrid ONE22 SLX 800 Grün Modell 2026;Fahrräder;m000104822;;4299.0;39.99;4338.99;4299.0;3;1;2;4299.0;lucky-bike.de;4299.0;lucky-bike.de;0.0;39.99;4299.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 19:50:42 +0100;2026-02-06 07:05:42 +0100;2025-11-13 20:09:51 +0100;1;2026-04-01 20:02:06 +0200
X7242280;e1948618;4054571489104;Cube;Cube Stereo Hybrid ONE77 HPC SLX 800 Blau Modell 2026;Fahrräder;m000104848;;4999.0;39.99;5038.99;4999.0;3;1;3;4999.0;bike-discount.de;4999.0;bike-discount.de;0.0;39.99;4999.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-04-01 05:00:15 +0200;2026-02-06 03:03:23 +0100;2025-11-13 20:09:51 +0100;1;2026-04-01 20:02:08 +0200
X7240719;e1943938;4054571493934;Cube;Cube Nuride Hybrid Performance 600 Grau Modell 2026;Fahrräder;m000104702;;2599.0;39.99;2638.99;2599.0;1;1;2;2599.0;bike-discount.de;2599.0;bike-discount.de;0.0;39.99;2599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-16 10:59:25 +0100;2026-02-06 05:36:13 +0100;2025-11-14 20:09:49 +0100;0;2026-04-01 20:01:54 +0200
X7241772;e1947097;4054571507822;Cube;Cube Reaction C:62 Pro Schwarz Modell 2026;Fahrräder;m000104746;;1999.0;39.99;2038.99;1999.0;4;1;3;1999.0;fahrrad.de;1999.0;lucky-bike.de;0.0;39.99;1999.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-21 04:12:59 +0100;2026-02-06 07:12:26 +0100;2025-11-14 20:09:50 +0100;1;2026-04-01 20:01:57 +0200
X7240727;e1943962;4054571494016;Cube;Cube Nuride Hybrid Performance 600 Grau Modell 2026;Fahrräder;m000104700;;2599.0;39.99;2638.99;2599.0;1;1;2;2599.0;bike-discount.de;2599.0;bike-discount.de;0.0;39.99;2599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-31 03:19:11 +0200;2026-02-06 06:07:56 +0100;2025-11-15 20:05:09 +0100;0;2026-04-01 20:01:54 +0200
X7240728;e1943965;4054571494023;Cube;Cube Nuride Hybrid Performance 600 Grau Modell 2026;Fahrräder;m000104700;;2599.0;39.99;2638.99;2599.0;2;1;2;2599.0;lucky-bike.de;2599.0;lucky-bike.de;0.0;39.99;2599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-31 03:19:11 +0200;2026-02-06 03:08:34 +0100;2025-11-15 20:05:09 +0100;1;2026-04-01 20:01:54 +0200
X7241477;e1946212;4054571517258;Cube;Cube Nuroad EX Weiß Modell 2026;Fahrräder;m000104723;;1399.0;39.99;1438.99;1399.0;4;1;3;1399.0;multicycle.de;1399.0;multicycle.de;0.0;39.99;1399.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-20 00:27:55 +0100;2026-02-06 06:05:56 +0100;2025-11-15 20:05:10 +0100;1;2026-04-01 20:01:56 +0200
X7241483;e1946230;4054571517265;Cube;Cube Nuroad EX Blau Modell 2026;Fahrräder;m000104723;;1399.0;39.99;1438.99;1399.0;4;1;3;1399.0;fahrrad.de;1399.0;lucky-bike.de;0.0;39.99;1399.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 07:03:29 +0100;2026-02-06 03:13:20 +0100;2025-11-15 20:05:10 +0100;1;2026-04-01 20:01:56 +0200
X7222660;e1891765;4054571500236;Cube;Cube Nuroad Hybrid C:62 SLX 400X FE Blau Modell 2026;Fahrräder;m000104729;;5199.0;39.99;5238.99;5199.0;4;1;3;5199.0;fahrrad.de;5199.0;lucky-bike.de;0.0;39.99;5199.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-28 12:44:42 +0100;2026-02-06 06:56:59 +0100;2025-11-15 20:05:10 +0100;1;2026-04-01 20:01:57 +0200
X7241840;e1947301;4054571508720;Cube;Cube Phenix C:62 Rookie SLX Weiß Modell 2026;Fahrräder;m000104740;;1699.0;39.99;1738.99;1699.0;1;1;2;1699.0;rabe-bike.de;1699.0;rabe-bike.de;0.0;39.99;1699.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 03:49:33 +0100;2026-02-06 03:14:16 +0100;2025-11-15 20:05:10 +0100;0;2026-04-01 20:01:57 +0200
X7122708;e1598267;4054571473660;Cube;Cube Phenix C:68X SLT Rot Modell 2025;Fahrräder;m000089162;;5499.99;39.99;5539.98;6999.0;1;2;2;4899.0;multicycle.de;4899.0;multicycle.de;600.99;640.98;4899.0;6999.0;Mindestpreis erreicht. Günstiger ist nur multicycle.de (shop) mit Preis 4.899,00 € (https://schema.org/OutOfStock).;2026-03-23 20:01:27 +0100;6999.0;6999.0;2026-03-16 00:16:35 +0100;2026-02-06 03:17:24 +0100;2025-11-15 20:05:10 +0100;0;2026-04-01 20:01:57 +0200
X7242452;e1949131;4054571490834;Cube;Cube Reaction Hybrid ONE 800 Blau Modell 2026;Fahrräder;m000104757;;2899.0;39.99;2938.99;2899.0;2;1;2;2899.0;lucky-bike.de;2899.0;lucky-bike.de;0.0;39.99;2899.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 11:38:14 +0100;2026-02-06 03:03:26 +0100;2025-11-15 20:05:11 +0100;1;2026-04-01 20:01:59 +0200
X7241240;e1945501;4054571501271;Cube;Cube Attain SLX Schwarz Modell 2026;Fahrräder;m000104581;;1399.0;39.99;1438.99;1399.0;3;1;3;1399.0;multicycle.de;1399.0;multicycle.de;0.0;39.99;1399.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-01 07:50:46 +0100;2026-02-06 03:12:59 +0100;2025-11-16 20:05:06 +0100;1;2026-04-01 20:01:42 +0200
X7242499;e1949272;4054571491695;Cube;Cube Reaction Hybrid Pro 800 Grau Modell 2026;Fahrräder;m000104772;;3199.0;39.99;3238.99;3199.0;1;1;2;3199.0;bike-discount.de;3199.0;bike-discount.de;0.0;39.99;3199.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 11:51:40 +0100;2026-02-06 05:40:28 +0100;2025-11-18 20:09:48 +0100;0;2026-04-01 20:02:01 +0200
X7241543;e1946410;4054571504555;Cube;Cube Aerium C:68X SLT Aero Grau Modell 2026;Fahrräder;m000104541;;9999.0;39.99;10038.99;9999.0;1;1;2;9999.0;rabe-bike.de;9999.0;rabe-bike.de;0.0;39.99;9999.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 07:45:29 +0100;2026-02-06 03:04:12 +0100;2025-11-19 20:09:46 +0100;0;2026-04-01 20:01:38 +0200
X7241823;e1947250;4054571508515;Cube;Cube Aruba 200 Grün Modell 2026;Fahrräder;m000104571;;529.0;12.99;541.99;529.0;3;1;3;529.0;multicycle.de;529.0;multicycle.de;0.0;12.99;529.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-01-31 07:09:42 +0100;2026-02-06 05:59:20 +0100;2025-11-19 20:09:46 +0100;1;2026-04-01 20:01:41 +0200
X7241218;e1945435;4054571500571;Cube;Cube Fold Hybrid Comfort 545 Blau Modell 2026;Fahrräder;m000104618;;3299.0;39.99;3338.99;3299.0;3;1;2;3299.0;multicycle.de;3299.0;multicycle.de;0.0;39.99;3299.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 12:22:48 +0100;2026-02-06 06:37:15 +0100;2025-11-19 20:09:47 +0100;1;2026-04-01 20:01:45 +0200
