SKU;MPN;MPNR (GTIN/EAN);Marke;Artikelbezeichnung;Kategorie;Benutzerdefiniert;Mein EK-Preis;Mein Preis;Meine Versandkosten;Mein Gesamtpreis;UVP;Preise;Meine Position;Position (Gesamtpreis);Günstigster Preis;Günstigster Anbieter;Günstigster Gesamtpreis;Günstigster Gesamtpreis-Anbieter;Differenz zum günstigsten Preis;Differenz zum günstigsten Gesamtpreis;Medianpreis;Preisvorschlag;Preisvorschlag Info;Preisvorschlag berechnet;Mindestpreis;Standardpreis;Letzte Preisänderung eines Mitbewerbers;Letzter Preisabruf;Im Shop Tracker seit;Auf Watchlist;Aktualisiert im Artikelfeed
X7108698;e1559225;4054571465641;Cube;Cube Editor Hybrid Pro 400X Schwarz Modell 2025;Fahrräder;m000087141;;2099.99;39.99;2139.98;2499.0;2;3;3;1999.99;lucky-bike.de;1999.99;lucky-bike.de;100.0;139.99;2049.5;2499.0;Mindestpreis erreicht. Günstiger sind lucky-bike.de (shop) mit Preis 1.999,99 € (http://schema.org/InStock) sowie 2 weitere Angebote.;2026-03-16 20:05:32 +0100;2499.0;2499.0;2026-03-16 03:24:03 +0100;2026-02-06 03:10:29 +0100;2025-02-05 20:04:07 +0100;1;2026-04-01 20:01:43 +0200
X7108700;e1559231;4054571465672;Cube;Cube Editor Hybrid Pro FE 400X Schwarz Modell 2025;Fahrräder;m000087142;;2299.99;39.99;2339.98;2699.0;2;2;2;2159.0;multicycle.de;2159.0;multicycle.de;140.99;180.98;2279.5;2699.0;Mindestpreis erreicht. Günstiger sind multicycle.de (shop) mit Preis 2.159,00 € (https://schema.org/OutOfStock) sowie 2 weitere Angebote.;2026-03-16 20:05:32 +0100;2699.0;2699.0;2026-02-01 14:22:57 +0100;2026-02-06 03:11:09 +0100;2025-02-05 20:04:07 +0100;0;2026-04-01 20:01:44 +0200
X7108702;e1559237;4054571465696;Cube;Cube Editor Hybrid Pro FE 400X Schwarz Modell 2025;Fahrräder;m000087142;;2299.99;39.99;2339.98;2699.0;1;1;1;2399.99;lucky-bike.de;2399.99;lucky-bike.de;-100.0;-60.01;2399.99;2699.0;Mindestpreis erreicht. Günstiger ist nur lucky-bike.de (shop) mit Preis 2.399,99 € (http://schema.org/InStock).;2026-03-16 20:05:32 +0100;2699.0;2699.0;2026-02-01 19:35:37 +0100;2026-02-06 03:11:00 +0100;2025-02-05 20:04:07 +0100;0;2026-04-01 20:01:44 +0200
X7108703;e1559240;4054571465702;Cube;Cube Editor Hybrid Pro FE 400X Schwarz Modell 2025;Fahrräder;m000087142;;2299.99;39.99;2339.98;2699.0;1;1;1;2399.99;lucky-bike.de;2399.99;lucky-bike.de;-100.0;-60.01;2399.99;2699.0;Mindestpreis erreicht. Günstiger ist nur lucky-bike.de (shop) mit Preis 2.399,99 € (http://schema.org/InStock).;2026-03-16 20:05:32 +0100;2699.0;2699.0;2026-02-01 07:08:55 +0100;2026-02-06 03:10:32 +0100;2025-02-05 20:04:07 +0100;0;2026-04-01 20:01:44 +0200
X7094703;e1516706;4054571473905;Cube;Cube Numove 180 Weiß Modell 2025;Fahrräder;m000085904;;429.99;12.99;442.98;449.0;1;1;1;449.0;lucky-bike.de;449.0;lucky-bike.de;-19.01;-6.02;449.0;;;;449.0;449.0;2026-02-01 17:45:40 +0100;2026-02-06 05:36:38 +0100;2025-02-05 20:04:12 +0100;0;2026-04-01 20:01:53 +0200
X7154162;e1688452;4054571469243;Cube;Cube Cross Race C:68X SLT Schwarz Modell 2026;Fahrräder;m000092304;;6499.0;39.99;6538.99;6499.0;2;1;2;6499.0;lucky-bike.de;6499.0;lucky-bike.de;0.0;39.99;6499.0;6499.0;Angewendeter Preis: 6.499,00 € (http://schema.org/InStock) bei lucky-bike.de (shop). Keiner ist günstiger.;2026-03-13 23:04:51 +0100;6499.0;6499.0;2026-02-18 00:48:58 +0100;2026-02-06 03:03:10 +0100;2025-02-06 20:04:23 +0100;1;2026-04-01 20:01:43 +0200
X7108708;e1559255;4054571465771;Cube;Cube Editor Hybrid SLX FE 400X Grau Modell 2025;Fahrräder;m000087145;;2549.99;39.99;2589.98;2899.0;2;2;2;2319.0;multicycle.de;2319.0;multicycle.de;230.99;270.98;2459.5;2899.0;Mindestpreis erreicht. Günstiger sind multicycle.de (shop) mit Preis 2.319,00 € (https://schema.org/OutOfStock) sowie 2 weitere Angebote.;2026-03-09 20:05:29 +0100;2899.0;2899.0;2026-01-31 05:36:59 +0100;2026-02-06 06:06:12 +0100;2025-02-06 20:04:23 +0100;0;2026-04-01 20:01:44 +0200
X7108709;e1559258;4054571465788;Cube;Cube Editor Hybrid SLX FE 400X Grau Modell 2025;Fahrräder;m000087145;;2549.99;39.99;2589.98;2899.0;1;1;1;2599.99;lucky-bike.de;2599.99;lucky-bike.de;-50.0;-10.01;2599.99;2899.0;Mindestpreis erreicht. Günstiger ist nur lucky-bike.de (shop) mit Preis 2.599,99 € (http://schema.org/InStock).;2026-03-09 20:05:29 +0100;2899.0;2899.0;2026-01-31 12:20:44 +0100;2026-02-06 03:11:23 +0100;2025-02-06 20:04:23 +0100;0;2026-04-01 20:01:44 +0200
X7108710;e1559261;4054571465795;Cube;Cube Editor Hybrid SLX FE 400X Grau Modell 2025;Fahrräder;m000087145;;2549.99;39.99;2589.98;2899.0;1;1;1;2599.99;lucky-bike.de;2599.99;lucky-bike.de;-50.0;-10.01;2599.99;2899.0;Mindestpreis erreicht. Günstiger ist nur lucky-bike.de (shop) mit Preis 2.599,99 € (http://schema.org/InStock).;2026-03-09 20:05:29 +0100;2899.0;2899.0;2026-01-30 09:14:08 +0100;2026-02-06 07:00:56 +0100;2025-02-06 20:04:23 +0100;0;2026-04-01 20:01:44 +0200
X7108711;e1559264;4054571465801;Cube;Cube Editor Hybrid SLX FE 400X Grau Modell 2025;Fahrräder;m000087145;;2549.99;39.99;2589.98;2899.0;0;1;1;;;;;;;;2899.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-09 20:05:29 +0100;2899.0;2899.0;2026-01-14 08:01:57 +0100;2026-02-06 03:11:20 +0100;2025-02-06 20:04:23 +0100;0;2026-04-01 20:01:44 +0200
X7154043;e1688095;4054571468130;Cube;Cube Nuroad EX Blau Modell 2025;Fahrräder;m000092431;;1399.0;39.99;1438.99;1399.0;1;2;2;1249.0;fahrrad.de;1278.99;fahrrad.de;150.0;160.0;1249.0;1399.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-25 02:55:18 +0100;1399.0;1399.0;2026-03-25 02:52:46 +0100;2026-02-06 05:31:25 +0100;2025-02-06 20:04:27 +0100;1;2026-04-01 20:01:56 +0200
X7152880;e1684606;4054571477910;Cube;Cube Reaction Hybrid ONE 600 Silber Modell 2025;Fahrräder;m000092452;;2299.99;39.99;2339.98;2699.0;0;1;1;;;;;;;;2699.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-16 20:05:36 +0100;2699.0;2699.0;2026-02-02 12:41:00 +0100;2026-02-06 03:11:23 +0100;2025-02-06 20:04:28 +0100;0;2026-04-01 20:01:58 +0200
X7152889;e1684633;4054571477958;Cube;Cube Reaction Hybrid ONE 800 Silber Modell 2025;Fahrräder;m000092459;;2449.99;39.99;2489.98;2899.0;0;1;1;;;;;;;;2899.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-04-02 12:52:42 +0200;2899.0;2899.0;2026-03-13 01:12:13 +0100;2026-02-06 03:08:18 +0100;2025-02-06 20:04:28 +0100;0;2026-04-01 20:01:58 +0200
X7152594;e1683748;4054571453884;Cube;Cube Stereo Hybrid ONE44 Pro 800 Allroad Grau Modell 2025;Fahrräder;m000092568;;3399.99;39.99;3439.98;3999.0;3;3;3;3199.0;multicycle.de;3199.0;multicycle.de;200.99;240.98;3279.99;3999.0;Mindestpreis erreicht. Günstiger sind multicycle.de (shop) mit Preis 3.199,00 € (https://schema.org/OutOfStock) sowie 2 weitere Angebote.;2026-03-16 20:55:06 +0100;3999.0;3999.0;2026-03-16 00:13:34 +0100;2026-02-06 03:10:29 +0100;2025-02-06 20:04:33 +0100;0;2026-04-01 20:02:08 +0200
X7154160;e1688446;4054571469229;Cube;Cube Cross Race C:68X SLT Schwarz Modell 2026;Fahrräder;m000092304;;6499.0;39.99;6538.99;6499.0;1;1;2;6499.0;rabe-bike.de;6499.0;rabe-bike.de;0.0;39.99;6499.0;6499.0;Angewendeter Preis: 6.499,00 € (OutOfStock) bei rabe-bike.de (shop). Keiner ist günstiger.;2026-03-13 23:04:51 +0100;6499.0;6499.0;2026-02-03 01:52:43 +0100;2026-02-06 03:11:11 +0100;2025-02-07 20:04:45 +0100;0;2026-04-01 20:01:43 +0200
X7153160;e1685446;4054571479778;Cube;Cube Reaction Hybrid SLX 800 Orange Modell 2025;Fahrräder;m000092520;;3399.99;39.99;3439.98;3999.0;0;1;1;;;;;;;;3999.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-17 20:05:42 +0100;3999.0;3999.0;2026-01-19 18:46:00 +0100;2026-02-06 05:54:12 +0100;2025-02-07 20:04:53 +0100;0;2026-04-01 20:02:04 +0200
X7153279;e1685803;4054571460837;Cube;Cube Nuride Hybrid Pro 600 Allroad Grün Modell 2025;Fahrräder;m000092414;;2549.99;39.99;2589.98;2999.0;0;1;1;;;;;;;;2999.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-16 20:05:35 +0100;2999.0;2999.0;2026-01-30 23:45:16 +0100;2026-02-06 05:35:43 +0100;2025-02-08 20:03:27 +0100;0;2026-04-01 20:01:54 +0200
X7153035;e1685071;4054571478849;Cube;Cube Reaction Hybrid Pro 600 Allroad Grün Modell 2025;Fahrräder;m000092478;;2699.99;39.99;2739.98;3199.0;0;1;1;;;;;;;;3199.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-16 20:05:37 +0100;3199.0;3199.0;2026-02-02 11:32:27 +0100;2026-02-06 05:56:17 +0100;2025-02-11 20:03:49 +0100;0;2026-04-01 20:02:00 +0200
X7153193;e1685545;4054571459985;Cube;Cube Reaction Hybrid SLT 800 Weiß Modell 2025;Fahrräder;m000092511;;4249.99;39.99;4289.98;4999.0;2;3;3;2999.0;multicycle.de;2999.0;multicycle.de;1250.99;1290.98;3389.5;4999.0;Mindestpreis erreicht. Günstiger sind multicycle.de (shop) mit Preis 2.999,00 € (https://schema.org/OutOfStock) sowie 2 weitere Angebote.;2026-03-17 20:05:42 +0100;4999.0;4999.0;2026-02-03 13:02:58 +0100;2026-02-06 07:03:08 +0100;2025-02-11 20:03:50 +0100;1;2026-04-01 20:02:03 +0200
X7153147;e1685407;4054571479693;Cube;Cube Reaction Hybrid SLX 800 Blau Modell 2025;Fahrräder;m000092524;;3399.99;39.99;3439.98;3999.0;0;1;1;;;;;;;;3999.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-17 20:05:42 +0100;3999.0;3999.0;2026-01-14 07:33:06 +0100;2026-02-06 05:28:02 +0100;2025-02-11 20:03:50 +0100;0;2026-04-01 20:02:04 +0200
X7152592;e1683742;4054571453822;Cube;Cube Stereo Hybrid ONE44 Pro 800 Weiß Modell 2025;Fahrräder;m000092571;;3199.99;39.99;3239.98;3799.0;1;2;2;3179.99;lucky-bike.de;3179.99;lucky-bike.de;20.0;59.99;3179.99;3799.0;Mindestpreis erreicht. Günstiger ist nur lucky-bike.de (shop) mit Preis 3.179,99 € (http://schema.org/InStock).;2026-03-17 20:05:43 +0100;3799.0;3799.0;2026-02-02 11:52:05 +0100;2026-02-06 06:40:19 +0100;2025-02-11 20:03:52 +0100;0;2026-04-01 20:02:08 +0200
X7153369;e1686073;4054571461520;Cube;Cube Touring Hybrid ONE 500 Blau Modell 2025;Fahrräder;m000092622;;2149.99;39.99;2189.98;2549.0;1;2;2;1699.0;bike-discount.de;1699.0;bike-discount.de;450.99;490.98;1699.0;2549.0;Mindestpreis erreicht. Günstiger ist nur bike-discount.de (shop) mit Preis 1.699,00 €.;2026-03-18 00:04:15 +0100;2549.0;2549.0;2026-03-13 00:09:13 +0100;2026-02-06 07:16:46 +0100;2025-02-11 20:03:54 +0100;0;2026-04-01 20:02:11 +0200
X7153389;e1686133;4054571461728;Cube;Cube Touring Hybrid ONE 500 Weiß Modell 2025;Fahrräder;m000092622;;2149.99;39.99;2189.98;2549.0;1;2;2;1499.0;bike-discount.de;1499.0;bike-discount.de;650.99;690.98;1499.0;2549.0;Mindestpreis erreicht. Günstiger ist nur bike-discount.de (shop) mit Preis 1.499,00 €.;2026-03-17 03:37:38 +0100;2549.0;2549.0;2026-02-16 02:27:24 +0100;2026-02-06 05:50:01 +0100;2025-02-11 20:03:54 +0100;0;2026-04-01 20:02:11 +0200
X7122689;e1598210;4054571463777;Cube;Cube Kathmandu Hybrid C:62 SLX 400X Schwarz Modell 2025;Fahrräder;m000089161;;3379.99;39.99;3419.98;3999.0;1;1;2;3379.99;lucky-bike.de;3379.99;lucky-bike.de;0.0;39.99;3379.99;;;;3999.0;3999.0;2026-02-01 00:34:24 +0100;2026-02-06 03:11:02 +0100;2025-02-12 20:03:38 +0100;0;2026-04-01 20:01:46 +0200
X7153473;e1686385;4054571484963;Cube;Cube Kathmandu Hybrid ONE 600 Weiß Modell 2025;Fahrräder;m000092343;;2599.99;39.99;2639.98;3099.0;0;1;1;;;;;;;;3099.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-17 20:05:37 +0100;3099.0;3099.0;2026-01-14 10:04:00 +0100;2026-02-06 03:19:55 +0100;2025-02-12 20:03:38 +0100;0;2026-04-01 20:01:47 +0200
X7153779;e1687303;4054571484499;Cube;Cube Nulane Hybrid C:62 Race FE 400X Grün Modell 2025;Fahrräder;m000092394;;2999.99;39.99;3039.98;3199.0;1;1;1;3199.0;lucky-bike.de;3199.0;lucky-bike.de;-199.01;-159.02;3199.0;;;;3199.0;3199.0;2026-01-31 22:21:17 +0100;2026-02-06 03:16:31 +0100;2025-02-12 20:03:40 +0100;0;2026-04-01 20:01:52 +0200
X7153159;e1685443;4054571479785;Cube;Cube Reaction Hybrid SLX 800 Orange Modell 2025;Fahrräder;m000092519;;3399.99;39.99;3439.98;3999.0;0;1;1;;;;;;;;3999.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-17 20:05:42 +0100;3999.0;3999.0;2026-01-14 09:55:13 +0100;2026-02-06 05:30:01 +0100;2025-02-12 20:03:44 +0100;0;2026-04-01 20:02:04 +0200
X7152892;e1684642;4054571477965;Cube;Cube Reaction Hybrid ONE 800 Silber Modell 2025;Fahrräder;m000092457;;2449.99;39.99;2489.98;2899.0;1;2;2;2099.0;bike-discount.de;2099.0;bike-discount.de;350.99;390.98;2099.0;2899.0;Mindestpreis erreicht. Günstiger ist nur bike-discount.de (shop) mit Preis 2.099,00 €.;2026-03-17 20:05:40 +0100;2899.0;2899.0;2026-03-13 03:39:59 +0100;2026-02-06 03:08:16 +0100;2025-02-13 20:03:29 +0100;0;2026-04-01 20:01:58 +0200
X7153050;e1685116;4054571458810;Cube;Cube Reaction Hybrid Pro 600 Allroad Grau Modell 2025;Fahrräder;m000092481;;2699.99;39.99;2739.98;3199.0;0;1;1;;;;;;;;3199.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-16 20:05:37 +0100;3199.0;3199.0;2026-01-14 10:24:03 +0100;2026-02-06 05:57:34 +0100;2025-02-13 20:03:30 +0100;0;2026-04-01 20:02:00 +0200
X7153161;e1685449;4054571479761;Cube;Cube Reaction Hybrid SLX 800 Orange Modell 2025;Fahrräder;m000092520;;3399.99;39.99;3439.98;3999.0;0;1;1;;;;;;;;3999.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-17 20:05:42 +0100;3999.0;3999.0;2025-12-22 05:54:51 +0100;2026-02-06 07:03:39 +0100;2025-02-13 20:03:31 +0100;0;2026-04-01 20:02:04 +0200
X7153437;e1686277;4054571484864;Cube;Cube Kathmandu Hybrid ONE 600 Grau Modell 2025;Fahrräder;m000092345;;2599.99;39.99;2639.98;3099.0;0;1;1;;;;;;;;3099.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-17 20:05:37 +0100;3099.0;3099.0;2026-02-23 01:27:03 +0100;2026-02-06 03:07:11 +0100;2025-02-18 20:03:24 +0100;0;2026-04-01 20:01:47 +0200
X7153023;e1685035;4054571478795;Cube;Cube Reaction Hybrid Pro 800 Allroad Grau Modell 2025;Fahrräder;m000092488;;2899.99;39.99;2939.98;3399.0;0;1;1;;;;;;;;3399.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-17 20:05:41 +0100;3399.0;3399.0;2026-01-30 06:35:09 +0100;2026-02-06 03:12:13 +0100;2025-02-18 20:03:31 +0100;0;2026-04-01 20:02:01 +0200
X7152518;e1683520;4054571452924;Cube;Cube Stereo Hybrid ONE22 Pro 800 Schwarz Modell 2025;Fahrräder;m000092540;;3149.99;39.99;3189.98;3699.0;1;2;2;2979.99;lucky-bike.de;2979.99;lucky-bike.de;170.0;209.99;2979.99;3699.0;Mindestpreis erreicht. Günstiger ist nur lucky-bike.de (shop) mit Preis 2.979,99 € (http://schema.org/InStock).;2026-03-16 20:05:38 +0100;3699.0;3699.0;2026-02-02 17:40:31 +0100;2026-02-06 03:10:16 +0100;2025-02-18 20:03:33 +0100;0;2026-04-01 20:02:06 +0200
X7152598;e1683760;4054571453921;Cube;Cube Stereo Hybrid ONE44 EX 800 Schwarz Modell 2025;Fahrräder;m000092552;;3549.99;39.99;3589.98;4199.0;1;2;2;3479.99;lucky-bike.de;3479.99;lucky-bike.de;70.0;109.99;3479.99;4199.0;Mindestpreis erreicht. Günstiger ist nur lucky-bike.de (shop) mit Preis 3.479,99 € (http://schema.org/InStock).;2026-03-16 20:05:39 +0100;4199.0;4199.0;2026-01-31 21:21:13 +0100;2026-02-06 07:08:40 +0100;2025-02-18 20:03:33 +0100;0;2026-04-01 20:02:07 +0200
X7152606;e1683784;4054571454003;Cube;Cube Stereo Hybrid ONE44 EX 800 Blau Modell 2025;Fahrräder;m000092552;;3549.99;39.99;3589.98;4199.0;1;2;2;3359.0;multicycle.de;3359.0;multicycle.de;190.99;230.98;3359.0;4199.0;Mindestpreis erreicht. Günstiger ist nur multicycle.de (shop) mit Preis 3.359,00 € (https://schema.org/OutOfStock).;2026-03-16 20:05:39 +0100;4199.0;4199.0;2026-01-30 12:25:08 +0100;2026-02-06 06:26:33 +0100;2025-02-18 20:03:33 +0100;0;2026-04-01 20:02:07 +0200
X7153476;e1686394;4054571484994;Cube;Cube Kathmandu Hybrid ONE 600 Weiß Modell 2025;Fahrräder;m000092345;;2599.99;39.99;2639.98;3099.0;1;2;2;2169.0;multicycle.de;2169.0;multicycle.de;430.99;470.98;2169.0;3099.0;Mindestpreis erreicht. Günstiger ist nur multicycle.de (shop) mit Preis 2.169,00 € (https://schema.org/OutOfStock).;2026-03-17 20:05:37 +0100;3099.0;3099.0;2026-01-30 10:47:28 +0100;2026-02-06 03:17:22 +0100;2025-02-20 20:03:32 +0100;0;2026-04-01 20:01:47 +0200
X7108699;e1559228;4054571465658;Cube;Cube Editor Hybrid Pro 400X Schwarz Modell 2025;Fahrräder;m000087141;;2099.99;39.99;2139.98;2499.0;2;3;3;1999.99;lucky-bike.de;1999.99;lucky-bike.de;100.0;139.99;2049.5;2499.0;Mindestpreis erreicht. Günstiger sind lucky-bike.de (shop) mit Preis 1.999,99 € (http://schema.org/InStock) sowie 2 weitere Angebote.;2026-03-16 20:05:32 +0100;2499.0;2499.0;2026-03-16 04:53:33 +0100;2026-02-06 03:11:13 +0100;2025-02-21 20:03:28 +0100;1;2026-04-01 20:01:43 +0200
X7153679;e1687003;4054571480910;Cube;Cube Supreme RT Hybrid Comfort EXC 625 Grau Modell 2025;Fahrräder;m000092617;;2799.99;39.99;2839.98;3149.0;1;2;2;2599.99;lucky-bike.de;2599.99;lucky-bike.de;200.0;239.99;2599.99;3149.0;Mindestpreis erreicht. Günstiger ist nur lucky-bike.de (shop) mit Preis 2.599,99 € (http://schema.org/InStock).;2026-03-30 05:55:12 +0200;3149.0;3149.0;2026-03-30 04:55:24 +0200;2026-02-06 03:03:17 +0100;2025-02-21 20:03:40 +0100;1;2026-04-01 20:02:11 +0200
X7153680;e1687006;4054571480927;Cube;Cube Supreme RT Hybrid Comfort EXC 625 Grau Modell 2025;Fahrräder;m000092617;;2799.99;39.99;2839.98;3149.0;2;3;3;2299.0;bike-discount.de;2299.0;bike-discount.de;500.99;540.98;2449.5;3149.0;Mindestpreis erreicht. Günstiger sind bike-discount.de (shop) mit Preis 2.299,00 € sowie 2 weitere Angebote.;2026-03-20 16:55:09 +0100;3149.0;3149.0;2026-03-20 16:07:42 +0100;2026-02-06 03:03:18 +0100;2025-02-21 20:03:40 +0100;0;2026-04-01 20:02:11 +0200
X7153472;e1686382;4054571484956;Cube;Cube Kathmandu Hybrid ONE 600 Weiß Modell 2025;Fahrräder;m000092343;;2599.99;39.99;2639.98;3099.0;1;2;2;2169.0;multicycle.de;2169.0;multicycle.de;430.99;470.98;2169.0;3099.0;Mindestpreis erreicht. Günstiger ist nur multicycle.de (shop) mit Preis 2.169,00 € (https://schema.org/OutOfStock).;2026-03-17 20:05:37 +0100;3099.0;3099.0;2026-02-03 18:53:06 +0100;2026-02-06 07:04:57 +0100;2025-02-22 20:03:32 +0100;0;2026-04-01 20:01:47 +0200
X7154246;e1688704;4054571470355;Cube;Cube Stereo ONE55 C:62 TM 29 Grün Modell 2025;Fahrräder;m000092590;;3849.99;39.99;3889.98;4799.0;1;2;2;3799.0;fahrrad.de;3828.99;fahrrad.de;50.99;60.99;3799.0;4799.0;Mindestpreis erreicht. Günstiger ist nur fahrrad.de (shop) mit Preis 3.799,00 € (https://schema.org/OutOfStock).;2026-03-31 20:01:50 +0200;4799.0;4799.0;2026-01-30 04:23:16 +0100;2026-02-06 03:10:54 +0100;2025-02-22 20:03:41 +0100;1;2026-04-01 20:02:10 +0200
X7153141;e1685389;4054571459626;Cube;Cube Reaction Hybrid SLX 800 Blau Modell 2025;Fahrräder;m000092521;;3399.99;39.99;3439.98;3999.0;3;3;3;3179.99;lucky-bike.de;3179.99;lucky-bike.de;220.0;259.99;3199.0;3999.0;Mindestpreis erreicht. Günstiger sind lucky-bike.de (shop) mit Preis 3.179,99 € (http://schema.org/InStock) sowie 2 weitere Angebote.;2026-03-17 20:05:42 +0100;3999.0;3999.0;2026-02-25 00:41:26 +0100;2026-02-06 06:37:34 +0100;2025-02-24 20:03:42 +0100;0;2026-04-01 20:02:04 +0200
X7152582;e1683712;4054571453648;Cube;Cube Stereo Hybrid ONE44 Pro 800 Grau Modell 2025;Fahrräder;m000092570;;3199.99;39.99;3239.98;3799.0;1;2;2;3179.99;lucky-bike.de;3179.99;lucky-bike.de;20.0;59.99;3179.99;3799.0;Mindestpreis erreicht. Günstiger ist nur lucky-bike.de (shop) mit Preis 3.179,99 € (http://schema.org/InStock).;2026-03-16 20:05:39 +0100;3799.0;3799.0;2026-01-30 11:23:01 +0100;2026-02-06 03:14:32 +0100;2025-02-25 20:03:44 +0100;0;2026-04-01 20:02:08 +0200
X7153436;e1686274;4054571484857;Cube;Cube Kathmandu Hybrid ONE 600 Grau Modell 2025;Fahrräder;m000092343;;2599.99;39.99;2639.98;3099.0;0;1;1;;;;;;;;3099.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-17 20:05:37 +0100;3099.0;3099.0;2026-02-02 16:08:50 +0100;2026-02-06 07:07:04 +0100;2025-02-26 20:03:48 +0100;0;2026-04-01 20:01:47 +0200
X7152950;e1684816;4054571458131;Cube;Cube Reaction Hybrid Pro 600 Grün Modell 2025;Fahrräder;m000092487;;2549.99;39.99;2589.98;2999.0;0;1;1;;;;;;;;2999.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-16 20:05:37 +0100;2999.0;2999.0;2026-02-02 11:26:16 +0100;2026-02-06 07:03:59 +0100;2025-02-26 20:03:54 +0100;0;2026-04-01 20:02:00 +0200
X7152514;e1683508;4054571452887;Cube;Cube Stereo Hybrid ONE22 Pro 600 Schwarz Modell 2025;Fahrräder;m000092536;;2999.99;39.99;3039.98;3499.0;0;1;1;;;;;;;;3499.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-16 20:05:38 +0100;3499.0;3499.0;2025-12-17 06:38:45 +0100;2026-02-06 06:36:55 +0100;2025-02-26 20:03:57 +0100;0;2026-04-01 20:02:06 +0200
X7152546;e1683604;4054571453204;Cube;Cube Stereo Hybrid ONE22 Race 800 Silber Modell 2025;Fahrräder;m000092544;;3399.99;39.99;3439.98;3999.0;2;2;2;3279.99;lucky-bike.de;3279.99;lucky-bike.de;120.0;159.99;3639.5;3999.0;Mindestpreis erreicht. Günstiger ist nur lucky-bike.de (shop) mit Preis 3.279,99 € (http://schema.org/InStock).;2026-03-16 20:05:38 +0100;3999.0;3999.0;2026-02-06 01:37:54 +0100;2026-02-06 05:29:58 +0100;2025-02-27 20:03:43 +0100;0;2026-04-01 20:02:06 +0200
X7154318;e1688920;4054571471451;Cube;Cube Aim Race Blau Modell 2025;Fahrräder;m000092278;;649.0;39.99;688.99;649.0;1;1;2;649.0;fahrrad.de;678.99;fahrrad.de;0.0;10.0;649.0;649.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-25 08:55:12 +0100;649.0;649.0;2026-03-25 08:03:36 +0100;2026-02-06 06:58:53 +0100;2025-02-28 20:03:27 +0100;1;2026-04-01 20:01:39 +0200
X7154313;e1688905;4054571471406;Cube;Cube Aim Race Grau Modell 2025;Fahrräder;m000092278;;649.0;39.99;688.99;649.0;1;2;2;549.0;fahrrad.de;578.99;fahrrad.de;100.0;110.0;549.0;649.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-25 07:55:26 +0100;649.0;649.0;2026-03-25 07:25:44 +0100;2026-02-06 03:06:43 +0100;2025-03-02 20:03:30 +0100;1;2026-04-01 20:01:39 +0200
X7152682;e1684012;4054571455147;Cube;Cube Stereo Hybrid ONE77 HPC SLX 800 Grau Modell 2025;Fahrräder;m000092575;;4249.99;39.99;4289.98;4999.0;3;3;3;3999.0;multicycle.de;3999.0;multicycle.de;250.99;290.98;4199.99;4999.0;Mindestpreis erreicht. Günstiger sind multicycle.de (shop) mit Preis 3.999,00 € (https://schema.org/OutOfStock) sowie 2 weitere Angebote.;2026-03-16 20:05:39 +0100;4999.0;4999.0;2026-02-06 00:08:40 +0100;2026-02-06 06:04:48 +0100;2025-03-03 20:03:36 +0100;0;2026-04-01 20:02:08 +0200
X7154604;e1689775;4054571475329;Cube;Cube Nulane C:62 SLX FE Grau Modell 2025;Fahrräder;m000092391;;1749.99;39.99;1789.98;1799.0;0;1;1;;;;;;;;;;;1799.0;1799.0;2026-01-19 16:20:17 +0100;2026-02-06 05:36:30 +0100;2025-03-05 20:03:45 +0100;0;2026-04-01 20:01:52 +0200
X7152996;e1684954;4054571478603;Cube;Cube Reaction Hybrid Pro 800 Grau Modell 2025;Fahrräder;m000092493;;2699.99;39.99;2739.98;3199.0;1;2;2;2399.0;bike-discount.de;2399.0;bike-discount.de;300.99;340.98;2399.0;3199.0;Mindestpreis erreicht. Günstiger ist nur bike-discount.de (shop) mit Preis 2.399,00 €.;2026-03-17 20:05:41 +0100;3199.0;3199.0;2026-03-13 01:06:04 +0100;2026-02-06 05:28:36 +0100;2025-03-05 20:03:49 +0100;0;2026-04-01 20:02:00 +0200
